,Gender,Review,Rating
409,,"Good designer, good communication throughout the process",4.6
410,M,Bill is GREAT will use him again,0.0
411,M,could not finish the project,5.0
412,,I think we're doing great work together. I latest character we created together is VERY cool.,5.0
413,M,Super Talented person!  I am so impressed if I can only afford  I will fly him to Manila to offer him a job at my company. Thank you!,5.0
414,M,It was great to work with Tariq.A. Very accommodating and very professional. Didn't hesitate in making changes and easy communication. He also delivered on time. I would hire and recommend Tariq A again.,4.9
415,,"Faith K. Did a great job, outstanding performance and did as per my budget, product 3D moduling and details are great, highly recommended. Will work more sure...
Thanks for your work.. very Happy.",5.0
416,M,great work - looking forward to work with rubela again,5.0
417,M,great job!,1.0
418,M,"Great work, delivered exactly what he promised and earlier than expected. Will use again.",5.0
419,,Very Professional and Works to a very high standard!,3.8
420,M,"Great coder. He delivered code for complex project in very short time.
Will be glad to work again",5.0
421,,There was slight delay. Anyway thanks !,5.0
422,M,"Outstanding communication, great execution, nice guy",5.0
423,,"He is great, what else can i say, see my prev feedback",5.0
424,M,He is professional and communicates well.,4.9
425,,excellent work,5.0
426,,Professional Service. Excellent Work. Great Communication and assistance.,5.0
427,M,"Anton is quick, responsive and does high quality work. I highly recommend him.",5.0
428,M,"Hes quick , eager to work and very professional freelancer as [login to view URL] trustworthy",5.0
429,,Thank u for u work,5.0
430,M,No Comment Left,5.0
431,,Great job! Thank you!,4.8
432,M,will not work [login to view URL] 2 days of time and did not deliver or follow standards.,4.9
433,M,Absolute joy to work with. Went beyond call of duty and fix additional issues we discovered later.,5.0
434,M,will order again. thank you,5.0
435,,Es un excelente Freelancer. Tiene muy buena disposición para cambios y ajustes.,4.4
436,M,Arul is a talented artist who works hard to provide what his client wants.,5.0
437,M,good work!,5.0
438,M,"My intention behind writing this recommendation  is to support Mr  Joe and his desire to freelance on our website project
Joe came to us when we floated our requirement at the portal with little less experience in Web Development to showcase. Initially, we were not so sure about him but we decided to give him a chance on a good faith. Joe  could research well and helped us out with the most minute details about our website project well within the given time and his creative work  had a freshness to it. Just like his communicative personality, his work speaks for itself. I have come across many freelance developers but Joe has been one of the best  till date.
We are happy to recommend him for the good work he has done .",4.6
439,M,just awesome !!!,5.0
440,M,"Might be your work is good, but you should understand the requirement of work also.",5.0
441,M,This is the second time I have utilised NICK G Skills. Great work and communication at all times. Look forward to working with Nick again in the future. A+,5.0
442,M,Seller did as asked. If you care about QUALITY this is your guy. I'm a Power Buyer on Freelancer since 2015 and I KNOW a good Seller when I see one!,5.0
443,,Sorry Ravi K. but I don't think you are a web designer at all .  I have wasted 3 weeks for nothing. I will not recommend you.,5.0
444,M,Cristian B is a true professional and gets the job done correctly the first time!,5.0
445,M,Ashish was very professional. He delivered top notch service and finished our project above expectation.,4.6
446,M,Fantastic piece again. Excellent work!,5.0
447,M,Great work! Easy to work with.,5.0
448,M,It is easy to communicate and also will make sure that you are satisfied with the work,5.0
449,F,Safia was just amazing!! Everything in time and quality work!,5.0
450,M,excellent,5.0
451,M,As always Amir and his team have delivered amazing work! They are almost exclusively handling all my future projects!,5.0
452,,all well. would pick again,4.8
453,,Gerardo is very professional and nice guy.,5.0
454,M,He is focused and experienced,5.0
455,M,Nice job and he is very patient to answer my [login to view URL] you very much.,5.0
456,M,Great to work with delivered on time on the price agreed no messing around with this guy he is a winner will definitely use again.,4.9
457,M,clear and helpful,5.0
458,M,Again great job ! the top  developer from freelancer as I know,5.0
459,,Did an awesome job. The design excessed my expectations. Thank you.,5.0
460,M,exceptional,4.8
461,M,Excellent,5.0
462,,OK SEO DONE LITTLE IMPROVEMENT,5.0
463,M,It was a pleasure to work with.,5.0
464,F,"This was my first experience of Freelancer but I must say its been very positive. I know I can be pretty particular at times but never did Sheila complain, she just stayed positive and said ""leave it to me"". She understood my brief and has produced me a website I can be proud of. Anyone with any doubts about using this freelancer need not worry.
A truly great experience.",5.0
465,M,I am a returning customer. Ali did work for me before and I know I can rely on him. He always does excellent work and he works with me as needed. I appreciate it highly. He is a good contact to have if you are doing the 3D works on regular bases.,5.0
466,,Great JOB!!!! :),5.0
467,M,The made me a promotional video for the company I work for it is Amazing! See for yourself -> [login to view URL],5.0
468,M,will hire again.,5.0
469,,brillian thanks!,5.0
470,M,"good job, as always",5.0
471,,very professional and creative quality,5.0
472,M,"Creative, accommodating & offered exactly what I asked for in my description.",5.0
473,,"It was a pleasure to work with Dablu!
The work was done in time, within the budget and with a great quality!
Thank you!
Look forward to fork on some future projects again!",5.0
474,M,"Due to personal circumstances, I disappeared.  Md Sohel R. was very welcoming, work was great and nothing was too much",5.0
475,,Good work. Recommend 5*,5.0
476,F,Joyce is very professional! We will be working together again for sure! Thank you so much,5.0
477,M,Great job on the design.,5.0
478,M,"""Kamaljeet did an excellent job on my VO script and I would absolutely recommend him to a colleague or friend to use his artists, especially on a budget. I give him 5 out of 5 stars overall. Thanks for all your help Kamal. """,3.0
479,M,difficult communication as English is poor,5.0
480,,"Great to work with - nice to go back and forth on chat, project was completed successfully.",4.8
481,F,not completed,5.0
482,M,Thank you very much for the Hindi work. Will work with you in the future.,5.0
483,,Awesome freelancer!!! Workaholic!! Has great communication skills!! I would highly recommend him. He works really fast. Great expertise in Web,5.0
484,M,wonderful job!,5.0
485,M,"Pleasure to work with, did everything I asked, I had many changes but he obliged to all my requests, very professional and in a timely Manner
Highly recommended.",5.0
486,M,"Great working with Stephan, would work with him again.",5.0
487,M,Shailesh has been very patient and dedicated with the project. Great guy!,5.0
488,M,Great front-end developer! Amazing attention to detail.,5.0
489,,"Warren delivered above and beyond what we anticipated. He was very responsive to the minor changes we made. He is an excellent designer and knew what we wanted even better than we did, ourselves. Great experience!",5.0
